date,headline,summary,sector,sentiment,emotion,price_change,trading_volume_crore
2025-05-01,Earnings beat lifts Coal India and Metals sector.,Coal India in the Metals sector has seen a fall of -5.71% due to sector-specific regulations. Market sentiment is Negative with Uncertainty prevailing.,Metals,Negative,Uncertainty,-5.71,155.92
2024-07-18,"Global trends influence Metals sector, stocks rise.",Hindalco in the Metals sector has seen a rise of 2.22% due to global market trends. Market sentiment is Positive with Optimism prevailing.,Metals,Positive,Optimism,2.22,85.62
2024-07-19,Energy stocks rise following supply chain disruptions.,GAIL in the Energy sector has seen a rise of 0.61% due to rising crude oil prices. Market sentiment is Positive with Optimism prevailing.,Energy,Positive,Optimism,0.61,859.65
2024-12-13,Shares of HCL Technologies in Technology sector rise amid global market trends.,HCL Technologies in the Technology sector has seen a rise of 5.77% due to global market trends. Market sentiment is Positive with Fear prevailing.,Technology,Positive,Fear,5.77,313.42
2024-11-23,Investors optimistic as Telecom sector rise on currency fluctuations.,Bharti Airtel in the Telecom sector has seen a rise of 2.48% due to currency fluctuations. Market sentiment is Positive with Confidence prevailing.,Telecom,Positive,Confidence,2.48,99.46
2024-03-01,"Prestige Estates eyes expansion, Real Estate stocks fall.",Prestige Estates in the Real Estate sector has seen a fall of -0.66% due to infrastructure spending boost. Market sentiment is Neutral with Uncertainty prevailing.,Real Estate,Neutral,Uncertainty,-0.66,167.78
2024-05-11,Concerns over rising raw material costs cause Technology slump.,Persistent Systems in the Technology sector has seen a rise of 0.87% due to rising raw material costs. Market sentiment is Neutral with Confidence prevailing.,Technology,Neutral,Confidence,0.87,95.55
2025-04-04,Market correction hits Energy stocks after new product launches.,Power Grid in the Energy sector has seen a rise of 1.53% due to infrastructure spending boost. Market sentiment is Positive with Fear prevailing.,Energy,Positive,Fear,1.53,62.46
2024-11-19,Concerns over interest rate hike cause Telecom slump.,Jio in the Telecom sector has seen a rise of 5.79% due to interest rate hike. Market sentiment is Positive with Confidence prevailing.,Telecom,Positive,Confidence,5.79,461.52
2025-07-04,Concerns over consumer demand recovery cause Automobile slump.,Bajaj Auto in the Automobile sector has seen a rise of 3.6% due to consumer demand recovery. Market sentiment is Positive with Uncertainty prevailing.,Automobile,Positive,Uncertainty,3.6,889.84
2024-01-15,"Investors await government policy reforms, Telecom stocks volatile.",Jio in the Telecom sector has seen a rise of 0.76% due to currency depreciation. Market sentiment is Neutral with Uncertainty prevailing.,Telecom,Neutral,Uncertainty,0.76,790.91
2025-01-16,Infrastructure stocks fall following global market trends.,Adani Ports in the Infrastructure sector has seen a fall of -2.02% due to currency depreciation. Market sentiment is Negative with Fear prevailing.,Infrastructure,Negative,Fear,-2.02,338.65
2024-03-31,Market correction hits Banking stocks after sector-specific regulations.,Kotak Mahindra in the Banking sector has seen a fall of -0.69% due to supply chain disruptions. Market sentiment is Neutral with Uncertainty prevailing.,Banking,Neutral,Uncertainty,-0.69,827.87
2024-04-12,Market sentiment shifts on global market trends affecting Banking.,Bank of Baroda in the Banking sector has seen a fall of -4.02% due to interest rate hike. Market sentiment is Negative with Uncertainty prevailing.,Banking,Negative,Uncertainty,-4.02,465.83
2024-10-26,Shares of Alkem Labs in Pharma sector fall amid rising crude oil prices.,Alkem Labs in the Pharma sector has seen a fall of -2.3% due to rising crude oil prices. Market sentiment is Negative with Fear prevailing.,Pharma,Negative,Fear,-2.3,602.88
2024-12-23,Real Estate outlook positive on global market trends.,Oberoi Realty in the Real Estate sector has seen a rise of 4.56% due to global market trends. Market sentiment is Positive with Fear prevailing.,Real Estate,Positive,Fear,4.56,525.88
2025-01-13,"Bharti Airtel reports positive outlook, boosting Telecom sector.",Bharti Airtel in the Telecom sector has seen a fall of -0.7% due to strong export data. Market sentiment is Negative with Fear prevailing.,Telecom,Negative,Fear,-0.7,935.82
2025-04-06,Technology stocks fall following monsoon impact on agriculture.,HCL Technologies in the Technology sector has seen a fall of -0.94% due to technology adoption. Market sentiment is Neutral with Confidence prevailing.,Technology,Neutral,Confidence,-0.94,206.16
2025-08-04,"Escorts faces challenges amid strong export data, shares rise.",Escorts in the Automobile sector has seen a rise of 3.26% due to strong export data. Market sentiment is Positive with Caution prevailing.,Automobile,Positive,Caution,3.26,848.77
2024-01-14,"Brigade Enterprises eyes expansion, Real Estate stocks fall.",Brigade Enterprises in the Real Estate sector has seen a fall of -1.66% due to rising raw material costs. Market sentiment is Negative with Optimism prevailing.,Real Estate,Negative,Optimism,-1.66,524.02
2024-03-03,"Lupin reports losses, boosting Pharma sector.",Lupin in the Pharma sector has seen a rise of 0.93% due to strong export data. Market sentiment is Neutral with Optimism prevailing.,Pharma,Neutral,Optimism,0.93,613.2
2025-02-23,Concerns over better-than-expected quarterly results cause Energy slump.,ONGC in the Energy sector has seen a fall of -1.89% due to better-than-expected quarterly results. Market sentiment is Negative with Uncertainty prevailing.,Energy,Negative,Uncertainty,-1.89,13.6
2025-06-03,Market sentiment shifts on geopolitical tensions affecting Energy.,GAIL in the Energy sector has seen a fall of -5.13% due to better-than-expected quarterly results. Market sentiment is Negative with Fear prevailing.,Energy,Negative,Fear,-5.13,513.11
2024-03-16,Automobile sector rallies on inflation concerns.,Maruti Suzuki in the Automobile sector has seen a rise of 3.63% due to rising crude oil prices. Market sentiment is Positive with Optimism prevailing.,Automobile,Positive,Optimism,3.63,942.58
2024-07-05,Positive cues from Automobile sector as Bajaj Auto fall.,Bajaj Auto in the Automobile sector has seen a fall of -2.35% due to rising crude oil prices. Market sentiment is Mixed with Confidence prevailing.,Automobile,Mixed,Confidence,-2.35,356.32
2025-04-18,Investors optimistic as Banking sector rise on regulatory changes.,Punjab National Bank in the Banking sector has seen a rise of 4.6% due to regulatory changes. Market sentiment is Positive with Fear prevailing.,Banking,Positive,Fear,4.6,641.54
2025-02-13,"Divi's Labs faces challenges amid monsoon impact on agriculture, shares rise.",Divi's Labs in the Pharma sector has seen a rise of 6.54% due to monsoon impact on agriculture. Market sentiment is Positive with Uncertainty prevailing.,Pharma,Positive,Uncertainty,6.54,896.52
2025-06-27,Brigade Enterprises leads Real Estate gains after technology adoption.,Brigade Enterprises in the Real Estate sector has seen a rise of 1.76% due to supply chain disruptions. Market sentiment is Mixed with Confidence prevailing.,Real Estate,Mixed,Confidence,1.76,279.99
2025-01-22,Strong Technology earnings drive market rise.,Infosys in the Technology sector has seen a rise of 3.24% due to tax reforms. Market sentiment is Positive with Caution prevailing.,Technology,Positive,Caution,3.24,726.95
2025-07-08,"Investors await better-than-expected quarterly results, Energy stocks volatile.",Torrent Power in the Energy sector has seen a fall of -0.29% due to strong export data. Market sentiment is Neutral with Optimism prevailing.,Energy,Neutral,Optimism,-0.29,648.33
2025-08-14,Market correction hits Real Estate stocks after tax reforms.,DLF in the Real Estate sector has seen a rise of 2.99% due to rising raw material costs. Market sentiment is Positive with Confidence prevailing.,Real Estate,Positive,Confidence,2.99,568.11
2024-02-26,Strong Telecom earnings drive market fall.,Jio in the Telecom sector has seen a fall of -3.75% due to government policy reforms. Market sentiment is Negative with Confidence prevailing.,Telecom,Negative,Confidence,-3.75,494.68
2024-08-06,Automobile stocks face pressure due to rising raw material costs.,Hero MotoCorp in the Automobile sector has seen a rise of 2.16% due to rising raw material costs. Market sentiment is Positive with Caution prevailing.,Automobile,Positive,Caution,2.16,265.99
2024-08-15,Weakness in Telecom drags market down amid regulatory changes.,Vodafone Idea in the Telecom sector has seen a fall of -2.84% due to regulatory changes. Market sentiment is Negative with Confidence prevailing.,Telecom,Negative,Confidence,-2.84,155.62
2025-06-20,"Global trends influence Pharma sector, stocks rise.",Glenmark in the Pharma sector has seen a rise of 5.56% due to tax reforms. Market sentiment is Positive with Confidence prevailing.,Pharma,Positive,Confidence,5.56,393.79
2025-02-16,Infrastructure sector performance mixed following technology adoption.,Larsen & Toubro in the Infrastructure sector has seen a rise of 2.87% due to technology adoption. Market sentiment is Positive with Uncertainty prevailing.,Infrastructure,Positive,Uncertainty,2.87,801.57
2025-05-26,Strong Automobile earnings drive market rise.,Maruti Suzuki in the Automobile sector has seen a rise of 2.89% due to interest rate hike. Market sentiment is Positive with Confidence prevailing.,Automobile,Positive,Confidence,2.89,500.34
2024-12-05,Earnings beat lifts Colgate and FMCG sector.,Colgate in the FMCG sector has seen a rise of 2.15% due to currency fluctuations. Market sentiment is Positive with Confidence prevailing.,FMCG,Positive,Confidence,2.15,232.73
2024-04-14,Concerns over currency depreciation cause Infrastructure slump.,IRB Infrastructure in the Infrastructure sector has seen a fall of -4.76% due to currency depreciation. Market sentiment is Negative with Confidence prevailing.,Infrastructure,Negative,Confidence,-4.76,94.0
2024-01-31,Earnings beat lifts Punjab National Bank and Banking sector.,Punjab National Bank in the Banking sector has seen a rise of 0.51% due to strong export data. Market sentiment is Neutral with Confidence prevailing.,Banking,Neutral,Confidence,0.51,598.69
2024-08-13,"Investors await monsoon impact on agriculture, Infrastructure stocks volatile.",GMR Infrastructure in the Infrastructure sector has seen a rise of 6.77% due to rising raw material costs. Market sentiment is Positive with Optimism prevailing.,Infrastructure,Positive,Optimism,6.77,418.06
2024-06-20,Tech innovation fuels Banking sector gains.,HDFC Bank in the Banking sector has seen a rise of 6.93% due to interest rate hike. Market sentiment is Positive with Confidence prevailing.,Banking,Positive,Confidence,6.93,175.22
2025-03-31,Shares of Simplex Infrastructures in Infrastructure sector rise amid strong export data.,Simplex Infrastructures in the Infrastructure sector has seen a rise of 1.01% due to strong export data. Market sentiment is Positive with Optimism prevailing.,Infrastructure,Positive,Optimism,1.01,858.66
2025-07-17,Strong demand boosts Energy sector and ONGC shares.,ONGC in the Energy sector has seen a rise of 2.72% due to infrastructure spending boost. Market sentiment is Mixed with Uncertainty prevailing.,Energy,Mixed,Uncertainty,2.72,28.5
2024-05-17,Market correction hits Real Estate stocks after sector-specific regulations.,Godrej Properties in the Real Estate sector has seen a rise of 0.06% due to interest rate hike. Market sentiment is Mixed with Confidence prevailing.,Real Estate,Mixed,Confidence,0.06,957.0
2025-04-09,Strong Energy earnings drive market rise.,Power Grid in the Energy sector has seen a rise of 1.3% due to monsoon impact on agriculture. Market sentiment is Positive with Uncertainty prevailing.,Energy,Positive,Uncertainty,1.3,258.82
2024-09-19,"Regulatory changes impact Telecom sector, stocks fall.",Bharti Airtel in the Telecom sector has seen a fall of -0.87% due to tax reforms. Market sentiment is Neutral with Uncertainty prevailing.,Telecom,Neutral,Uncertainty,-0.87,204.54
2024-12-16,"Investors await monsoon impact on agriculture, Infrastructure stocks volatile.",GMR Infrastructure in the Infrastructure sector has seen a fall of -6.27% due to regulatory changes. Market sentiment is Negative with Caution prevailing.,Infrastructure,Negative,Caution,-6.27,831.75
2024-06-30,"Reliance faces challenges amid technology adoption, shares rise.",Reliance in the Energy sector has seen a rise of 4.44% due to technology adoption. Market sentiment is Positive with Uncertainty prevailing.,Energy,Positive,Uncertainty,4.44,663.76
2024-04-07,"Indian Oil plans merger, causing Energy rally.",Indian Oil in the Energy sector has seen a rise of 5.8% due to strong export data. Market sentiment is Positive with Uncertainty prevailing.,Energy,Positive,Uncertainty,5.8,688.88
2024-03-09,Market reacts to monsoon impact on agriculture in Banking sector.,Punjab National Bank in the Banking sector has seen a rise of 6.24% due to better-than-expected quarterly results. Market sentiment is Positive with Confidence prevailing.,Banking,Positive,Confidence,6.24,312.48
2025-08-01,"Dr. Reddy's plans merger, causing Pharma rally.",Dr. Reddy's in the Pharma sector has seen a rise of 0.76% due to technology adoption. Market sentiment is Neutral with Optimism prevailing.,Pharma,Neutral,Optimism,0.76,991.83
2025-01-19,Energy sector rallies on inflation concerns.,ONGC in the Energy sector has seen a fall of -4.62% due to technology adoption. Market sentiment is Negative with Fear prevailing.,Energy,Negative,Fear,-4.62,959.52
2024-03-08,Energy companies see rise after currency depreciation.,Reliance in the Energy sector has seen a rise of 2.01% due to inflation concerns. Market sentiment is Positive with Fear prevailing.,Energy,Positive,Fear,2.01,858.4
2025-08-10,Positive cues from Automobile sector as Eicher Motors rise.,Eicher Motors in the Automobile sector has seen a rise of 0.8% due to inflation concerns. Market sentiment is Neutral with Uncertainty prevailing.,Automobile,Neutral,Uncertainty,0.8,974.38
2025-08-20,"Global trends influence Banking sector, stocks fall.",Punjab National Bank in the Banking sector has seen a fall of -0.87% due to monsoon impact on agriculture. Market sentiment is Neutral with Confidence prevailing.,Banking,Neutral,Confidence,-0.87,512.63
2025-03-27,Strong demand boosts Real Estate sector and Oberoi Realty shares.,Oberoi Realty in the Real Estate sector has seen a fall of -6.48% due to geopolitical tensions. Market sentiment is Negative with Uncertainty prevailing.,Real Estate,Negative,Uncertainty,-6.48,11.76
2024-09-09,"Investors await inflation concerns, Real Estate stocks volatile.",Oberoi Realty in the Real Estate sector has seen a rise of 0.55% due to interest rate hike. Market sentiment is Neutral with Confidence prevailing.,Real Estate,Neutral,Confidence,0.55,86.37
2024-12-17,"Regulatory changes impact Telecom sector, stocks rise.",Jio in the Telecom sector has seen a rise of 0.37% due to global market trends. Market sentiment is Neutral with Caution prevailing.,Telecom,Neutral,Caution,0.37,153.98
2024-03-05,"Vodafone Idea faces challenges amid new product launches, shares rise.",Vodafone Idea in the Telecom sector has seen a rise of 6.67% due to new product launches. Market sentiment is Positive with Optimism prevailing.,Telecom,Positive,Optimism,6.67,772.02
2024-10-20,"Cipla eyes expansion, Pharma stocks fall.",Cipla in the Pharma sector has seen a fall of -1.63% due to consumer demand recovery. Market sentiment is Negative with Caution prevailing.,Pharma,Negative,Caution,-1.63,848.65
2025-06-28,Investors optimistic as Infrastructure sector rise on tax reforms.,Simplex Infrastructures in the Infrastructure sector has seen a rise of 2.86% due to tax reforms. Market sentiment is Positive with Confidence prevailing.,Infrastructure,Positive,Confidence,2.86,264.23
2025-06-17,Kotak Mahindra leads Banking gains after better-than-expected quarterly results.,Kotak Mahindra in the Banking sector has seen a rise of 1.65% due to supply chain disruptions. Market sentiment is Positive with Fear prevailing.,Banking,Positive,Fear,1.65,679.63
2024-06-09,Technology stocks face pressure due to technology adoption.,Infosys in the Technology sector has seen a rise of 5.08% due to technology adoption. Market sentiment is Positive with Optimism prevailing.,Technology,Positive,Optimism,5.08,48.37
2024-08-27,Earnings beat lifts Godrej Consumer and FMCG sector.,Godrej Consumer in the FMCG sector has seen a rise of 0.86% due to monsoon impact on agriculture. Market sentiment is Neutral with Optimism prevailing.,FMCG,Neutral,Optimism,0.86,580.63
2025-06-13,"TVS Motors faces challenges amid inflation concerns, shares fall.",TVS Motors in the Automobile sector has seen a fall of -0.64% due to inflation concerns. Market sentiment is Neutral with Caution prevailing.,Automobile,Neutral,Caution,-0.64,803.14
2024-04-09,Godrej Properties leads Real Estate gains after better-than-expected quarterly results.,Godrej Properties in the Real Estate sector has seen a fall of -4.26% due to merger and acquisition rumors. Market sentiment is Negative with Fear prevailing.,Real Estate,Negative,Fear,-4.26,728.04
2024-04-06,Market reacts to rising raw material costs in Infrastructure sector.,NCC in the Infrastructure sector has seen a rise of 1.72% due to new product launches. Market sentiment is Positive with Confidence prevailing.,Infrastructure,Positive,Confidence,1.72,875.66
2024-09-02,Positive cues from Automobile sector as Hero MotoCorp rise.,Hero MotoCorp in the Automobile sector has seen a rise of 3.63% due to currency depreciation. Market sentiment is Positive with Confidence prevailing.,Automobile,Positive,Confidence,3.63,235.58
2024-12-11,"Global trends influence Metals sector, stocks rise.",Tata Steel in the Metals sector has seen a rise of 0.88% due to new product launches. Market sentiment is Positive with Caution prevailing.,Metals,Positive,Caution,0.88,408.13
2024-02-07,Market correction hits Pharma stocks after currency fluctuations.,Divi's Labs in the Pharma sector has seen a fall of -0.04% due to strong export data. Market sentiment is Mixed with Caution prevailing.,Pharma,Mixed,Caution,-0.04,70.88
2024-12-05,Shares of Prestige Estates in Real Estate sector rise amid consumer demand recovery.,Prestige Estates in the Real Estate sector has seen a rise of 0.71% due to consumer demand recovery. Market sentiment is Positive with Uncertainty prevailing.,Real Estate,Positive,Uncertainty,0.71,295.01
2025-06-01,Real Estate outlook positive on tax reforms.,Prestige Estates in the Real Estate sector has seen a fall of -1.74% due to tax reforms. Market sentiment is Negative with Uncertainty prevailing.,Real Estate,Negative,Uncertainty,-1.74,903.25
2024-01-09,Positive cues from Technology sector as Mindtree rise.,Mindtree in the Technology sector has seen a rise of 6.09% due to currency depreciation. Market sentiment is Positive with Uncertainty prevailing.,Technology,Positive,Uncertainty,6.09,8.87
2024-11-25,"Jio faces challenges amid merger and acquisition rumors, shares fall.",Jio in the Telecom sector has seen a fall of -2.03% due to merger and acquisition rumors. Market sentiment is Negative with Optimism prevailing.,Telecom,Negative,Optimism,-2.03,135.62
2024-09-11,Market sentiment shifts on better-than-expected quarterly results affecting Technology.,Coforge in the Technology sector has seen a fall of -3.94% due to merger and acquisition rumors. Market sentiment is Negative with Optimism prevailing.,Technology,Negative,Optimism,-3.94,950.82
2024-11-14,Vodafone Idea stock rise after management change.,Vodafone Idea in the Telecom sector has seen a rise of 4.31% due to infrastructure spending boost. Market sentiment is Positive with Optimism prevailing.,Telecom,Positive,Optimism,4.31,489.98
2024-06-14,"Torrent Power faces challenges amid currency fluctuations, shares rise.",Torrent Power in the Energy sector has seen a rise of 4.96% due to currency fluctuations. Market sentiment is Positive with Confidence prevailing.,Energy,Positive,Confidence,4.96,987.87
2024-11-06,"Regulatory changes impact Infrastructure sector, stocks fall.",Simplex Infrastructures in the Infrastructure sector has seen a fall of -0.14% due to inflation concerns. Market sentiment is Mixed with Confidence prevailing.,Infrastructure,Mixed,Confidence,-0.14,469.61
2024-01-27,Technology companies see rise after better-than-expected quarterly results.,Coforge in the Technology sector has seen a rise of 4.08% due to merger and acquisition rumors. Market sentiment is Positive with Fear prevailing.,Technology,Positive,Fear,4.08,540.76
2024-03-16,Shares of Vodafone Idea in Telecom sector fall amid geopolitical tensions.,Vodafone Idea in the Telecom sector has seen a fall of -5.15% due to geopolitical tensions. Market sentiment is Negative with Confidence prevailing.,Telecom,Negative,Confidence,-5.15,162.08
2024-10-18,Positive cues from Telecom sector as Bharti Airtel fall.,Bharti Airtel in the Telecom sector has seen a fall of -2.09% due to geopolitical tensions. Market sentiment is Negative with Uncertainty prevailing.,Telecom,Negative,Uncertainty,-2.09,521.84
2024-01-19,Positive cues from Technology sector as Tech Mahindra fall.,Tech Mahindra in the Technology sector has seen a fall of -0.23% due to technology adoption. Market sentiment is Neutral with Fear prevailing.,Technology,Neutral,Fear,-0.23,229.03
2024-08-01,Shares of Vedanta in Metals sector rise amid interest rate hike.,Vedanta in the Metals sector has seen a rise of 0.23% due to interest rate hike. Market sentiment is Neutral with Confidence prevailing.,Metals,Neutral,Confidence,0.23,642.69
2024-09-03,Telecom stocks fall following inflation concerns.,Bharti Airtel in the Telecom sector has seen a fall of -5.86% due to regulatory changes. Market sentiment is Negative with Confidence prevailing.,Telecom,Negative,Confidence,-5.86,157.73
2024-04-16,"Investors await rising crude oil prices, Energy stocks volatile.",NTPC in the Energy sector has seen a fall of -2.99% due to currency depreciation. Market sentiment is Negative with Uncertainty prevailing.,Energy,Negative,Uncertainty,-2.99,40.21
2025-01-01,"Jio plans merger, causing Telecom rally.",Jio in the Telecom sector has seen a fall of -2.9% due to interest rate hike. Market sentiment is Negative with Fear prevailing.,Telecom,Negative,Fear,-2.9,458.67
2024-07-11,Larsen & Toubro stock fall after dividend declaration.,Larsen & Toubro in the Infrastructure sector has seen a fall of -0.22% due to rising crude oil prices. Market sentiment is Neutral with Optimism prevailing.,Infrastructure,Neutral,Optimism,-0.22,959.08
2024-04-09,Telecom stocks rise following technology adoption.,Jio in the Telecom sector has seen a rise of 5.62% due to currency fluctuations. Market sentiment is Positive with Uncertainty prevailing.,Telecom,Positive,Uncertainty,5.62,117.16
2024-02-21,Surge in Pharma stocks led by Glenmark amid interest rate hike.,Glenmark in the Pharma sector has seen a rise of 0.84% due to interest rate hike. Market sentiment is Positive with Fear prevailing.,Pharma,Positive,Fear,0.84,97.88
2024-03-10,Infrastructure sector rallies on merger and acquisition rumors.,Ashoka Buildcon in the Infrastructure sector has seen a rise of 6.55% due to rising raw material costs. Market sentiment is Positive with Caution prevailing.,Infrastructure,Positive,Caution,6.55,159.79
2024-11-20,Prestige Estates stock rise after dividend declaration.,Prestige Estates in the Real Estate sector has seen a rise of 2.7% due to geopolitical tensions. Market sentiment is Positive with Optimism prevailing.,Real Estate,Positive,Optimism,2.7,532.1
2024-02-08,Surge in Pharma stocks led by Dr. Reddy's amid strong export data.,Dr. Reddy's in the Pharma sector has seen a rise of 0.82% due to strong export data. Market sentiment is Positive with Fear prevailing.,Pharma,Positive,Fear,0.82,862.81
2024-09-30,IRB Infrastructure leads Infrastructure gains after government policy reforms.,IRB Infrastructure in the Infrastructure sector has seen a rise of 2.87% due to global market trends. Market sentiment is Positive with Confidence prevailing.,Infrastructure,Positive,Confidence,2.87,436.81
2024-01-13,Concerns over infrastructure spending boost cause Real Estate slump.,Oberoi Realty in the Real Estate sector has seen a fall of -1.46% due to infrastructure spending boost. Market sentiment is Mixed with Fear prevailing.,Real Estate,Mixed,Fear,-1.46,732.95
2024-12-10,Earnings beat lifts Bosch and Automobile sector.,Bosch in the Automobile sector has seen a fall of -2.19% due to merger and acquisition rumors. Market sentiment is Negative with Fear prevailing.,Automobile,Negative,Fear,-2.19,315.37
2025-05-01,"Adani Ports faces challenges amid new product launches, shares rise.",Adani Ports in the Infrastructure sector has seen a rise of 0.67% due to new product launches. Market sentiment is Positive with Uncertainty prevailing.,Infrastructure,Positive,Uncertainty,0.67,861.64
2025-02-19,"Canara Bank announces share buyback plan, impacting Banking stocks.",Canara Bank in the Banking sector has seen a fall of -5.12% due to regulatory changes. Market sentiment is Negative with Caution prevailing.,Banking,Negative,Caution,-5.12,362.55
2024-06-08,DLF stock fall after capital expenditure plan.,DLF in the Real Estate sector has seen a fall of -6.48% due to government policy reforms. Market sentiment is Negative with Caution prevailing.,Real Estate,Negative,Caution,-6.48,523.24
2024-01-18,Telecom outlook positive on geopolitical tensions.,Jio in the Telecom sector has seen a fall of -6.04% due to geopolitical tensions. Market sentiment is Negative with Optimism prevailing.,Telecom,Negative,Optimism,-6.04,302.56
2024-06-22,"Mphasis eyes expansion, Technology stocks fall.",Mphasis in the Technology sector has seen a fall of -6.88% due to rising crude oil prices. Market sentiment is Negative with Uncertainty prevailing.,Technology,Negative,Uncertainty,-6.88,298.45
2024-10-23,Telecom stocks rise following technology adoption.,Vodafone Idea in the Telecom sector has seen a rise of 5.89% due to strong export data. Market sentiment is Positive with Optimism prevailing.,Telecom,Positive,Optimism,5.89,975.05
2025-02-08,Metals sector rallies on monsoon impact on agriculture.,Sail in the Metals sector has seen a rise of 0.48% due to regulatory changes. Market sentiment is Neutral with Uncertainty prevailing.,Metals,Neutral,Uncertainty,0.48,695.85
2024-02-10,"Dr. Reddy's faces challenges amid sector-specific regulations, shares rise.",Dr. Reddy's in the Pharma sector has seen a rise of 3.19% due to sector-specific regulations. Market sentiment is Positive with Caution prevailing.,Pharma,Positive,Caution,3.19,494.01
2025-06-29,Pharma stocks face pressure due to rising crude oil prices.,Glenmark in the Pharma sector has seen a fall of -6.61% due to rising crude oil prices. Market sentiment is Negative with Confidence prevailing.,Pharma,Negative,Confidence,-6.61,268.65
2024-02-12,"Global trends influence Automobile sector, stocks fall.",Ashok Leyland in the Automobile sector has seen a fall of -6.15% due to geopolitical tensions. Market sentiment is Negative with Fear prevailing.,Automobile,Negative,Fear,-6.15,995.38
2024-03-30,Strong demand boosts Technology sector and HCL Technologies shares.,HCL Technologies in the Technology sector has seen a rise of 0.19% due to supply chain disruptions. Market sentiment is Neutral with Caution prevailing.,Technology,Neutral,Caution,0.19,256.8
2024-05-17,Earnings beat lifts NTPC and Energy sector.,NTPC in the Energy sector has seen a fall of -6.46% due to regulatory changes. Market sentiment is Negative with Uncertainty prevailing.,Energy,Negative,Uncertainty,-6.46,195.13
2024-03-28,Telecom companies see rise after sector-specific regulations.,Vodafone Idea in the Telecom sector has seen a rise of 1.3% due to infrastructure spending boost. Market sentiment is Positive with Uncertainty prevailing.,Telecom,Positive,Uncertainty,1.3,960.09
2024-11-25,Tech innovation fuels Automobile sector gains.,Mahindra in the Automobile sector has seen a rise of 4.94% due to consumer demand recovery. Market sentiment is Positive with Confidence prevailing.,Automobile,Positive,Confidence,4.94,266.26
2025-06-11,Infrastructure stocks face pressure due to regulatory changes.,GMR Infrastructure in the Infrastructure sector has seen a rise of 5.92% due to regulatory changes. Market sentiment is Positive with Confidence prevailing.,Infrastructure,Positive,Confidence,5.92,377.3
2025-03-13,Tech innovation fuels Real Estate sector gains.,Sobha in the Real Estate sector has seen a rise of 4.91% due to interest rate hike. Market sentiment is Positive with Caution prevailing.,Real Estate,Positive,Caution,4.91,307.17
2024-09-04,"Investors await global market trends, Pharma stocks volatile.",Sun Pharma in the Pharma sector has seen a rise of 2.61% due to geopolitical tensions. Market sentiment is Mixed with Uncertainty prevailing.,Pharma,Mixed,Uncertainty,2.61,775.52
2024-01-08,"Glenmark faces challenges amid tax reforms, shares fall.",Glenmark in the Pharma sector has seen a fall of -4.11% due to tax reforms. Market sentiment is Negative with Fear prevailing.,Pharma,Negative,Fear,-4.11,43.2
2025-07-18,Metals stocks rise following supply chain disruptions.,Sail in the Metals sector has seen a rise of 0.53% due to interest rate hike. Market sentiment is Neutral with Fear prevailing.,Metals,Neutral,Fear,0.53,2.14
2025-04-15,"Kolte Patil faces challenges amid infrastructure spending boost, shares rise.",Kolte Patil in the Real Estate sector has seen a rise of 2.92% due to infrastructure spending boost. Market sentiment is Positive with Uncertainty prevailing.,Real Estate,Positive,Uncertainty,2.92,439.11
2025-05-05,Mixed results from Real Estate sector after rising crude oil prices.,Sobha in the Real Estate sector has seen a fall of -2.67% due to infrastructure spending boost. Market sentiment is Negative with Caution prevailing.,Real Estate,Negative,Caution,-2.67,305.21
2025-01-20,"Nestle India eyes expansion, FMCG stocks rise.",Nestle India in the FMCG sector has seen a rise of 2.47% due to monsoon impact on agriculture. Market sentiment is Positive with Optimism prevailing.,FMCG,Positive,Optimism,2.47,208.16
2024-09-20,Market sentiment shifts on regulatory changes affecting Infrastructure.,Sadbhav Engineering in the Infrastructure sector has seen a rise of 3.48% due to infrastructure spending boost. Market sentiment is Positive with Optimism prevailing.,Infrastructure,Positive,Optimism,3.48,905.32
2025-07-30,Shares of Escorts in Automobile sector fall amid sector-specific regulations.,Escorts in the Automobile sector has seen a fall of -6.67% due to sector-specific regulations. Market sentiment is Negative with Uncertainty prevailing.,Automobile,Negative,Uncertainty,-6.67,943.81
2024-04-12,FMCG outlook positive on better-than-expected quarterly results.,Godrej Consumer in the FMCG sector has seen a fall of -3.77% due to better-than-expected quarterly results. Market sentiment is Negative with Uncertainty prevailing.,FMCG,Negative,Uncertainty,-3.77,111.85
2024-10-21,Strong demand boosts Pharma sector and Divi's Labs shares.,Divi's Labs in the Pharma sector has seen a fall of -2.21% due to rising raw material costs. Market sentiment is Negative with Fear prevailing.,Pharma,Negative,Fear,-2.21,938.19
2025-01-07,Mixed results from Telecom sector after strong export data.,Bharti Airtel in the Telecom sector has seen a rise of 2.66% due to supply chain disruptions. Market sentiment is Positive with Caution prevailing.,Telecom,Positive,Caution,2.66,426.97
2024-07-04,Sadbhav Engineering stock fall after new product launch.,Sadbhav Engineering in the Infrastructure sector has seen a fall of -4.7% due to infrastructure spending boost. Market sentiment is Negative with Fear prevailing.,Infrastructure,Negative,Fear,-4.7,142.7
2024-10-07,Energy stocks rise following sector-specific regulations.,ONGC in the Energy sector has seen a rise of 5.43% due to merger and acquisition rumors. Market sentiment is Positive with Confidence prevailing.,Energy,Positive,Confidence,5.43,600.44
